mode,dpi,colour,style,width_mm,colour_after,width_after_mm,nominal_tone,g0_continuity,g0_peak_tone_median,raster_fidelity,rendered_wcag_cr,nominal_wcag_cr,tone_per_mm,pc1_continuity,pc1_peak_tone_median,pc2_continuity,pc2_peak_tone_median,pc3_continuity,pc3_peak_tone_median
HIGH_CONTRAST,150,black,dashed,0.25,#000000,0.3,1,1,1,1,21,21,0.296831,1,0.869029,1,0.763889,1,0.674494
HIGH_CONTRAST,150,black,dashed,0.35,#000000,0.35,1,1,1,1,21,21,0.339331,1,0.919399,1,0.851588,1,0.782778
HIGH_CONTRAST,150,black,dashed,0.5,#000000,0.5,1,1,1,1,21,21,0.508,1,1,1,0.99774,1,0.999597
HIGH_CONTRAST,150,black,dashed,0.75,#000000,0.75,1,1,1,1,21,21,0.762332,1,1,1,1,1,1
HIGH_CONTRAST,150,guide_grey,solid,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192135,1,0.517595,1,0.39862,1,0.283003
HIGH_CONTRAST,150,guide_grey,solid,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192135,1,0.519429,1,0.399841,1,0.28426
HIGH_CONTRAST,150,guide_grey,solid,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192401,1,0.518562,1,0.398752,0.998871,0.275427
HIGH_CONTRAST,150,guide_grey,solid,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192401,1,0.518225,1,0.396822,0.997743,0.275663
HIGH_CONTRAST,150,guide_grey,solid,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.219968,1,0.551917,1,0.451236,1,0.346113
HIGH_CONTRAST,150,guide_grey,solid,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.329136,1,0.632701,1,0.593775,1,0.544698
HIGH_CONTRAST,150,guide_grey,solid,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.493274,1,0.699543,1,0.727476,1,0.745417
HIGH_CONTRAST,150,guide_grey,dashed,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192401,1,0.518795,1,0.396484,1,0.269683
HIGH_CONTRAST,150,guide_grey,dashed,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192401,1,0.519947,1,0.39784,0.997647,0.272495
HIGH_CONTRAST,150,guide_grey,dashed,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192567,1,0.519516,1,0.402212,1,0.286606
HIGH_CONTRAST,150,guide_grey,dashed,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192567,1,0.517991,1,0.398772,1,0.282645
HIGH_CONTRAST,150,guide_grey,dashed,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.2204,1,0.547762,1,0.452514,1,0.349643
HIGH_CONTRAST,150,guide_grey,dashed,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.328706,1,0.682323,1,0.667418,1,0.628938
HIGH_CONTRAST,150,guide_grey,dashed,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.466704,1,0.684417,1,0.705063,1,0.718734
HIGH_CONTRAST,150,trace_grey,solid,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192135,1,0.520722,1,0.400071,1,0.285918
HIGH_CONTRAST,150,trace_grey,solid,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192135,1,0.517449,1,0.39709,1,0.284063
HIGH_CONTRAST,150,trace_grey,solid,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192401,1,0.517526,1,0.397427,1,0.27682
HIGH_CONTRAST,150,trace_grey,solid,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.219567,1,0.550924,1,0.453387,1,0.348748
HIGH_CONTRAST,150,trace_grey,solid,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.219968,1,0.55111,1,0.451027,1,0.347665
HIGH_CONTRAST,150,trace_grey,solid,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.329136,1,0.63196,1,0.592717,1,0.544105
HIGH_CONTRAST,150,trace_grey,solid,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.466107,1,0.698471,1,0.719797,1,0.730431
HIGH_CONTRAST,150,trace_grey,dashed,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192401,1,0.519308,1,0.396364,0.997647,0.275118
HIGH_CONTRAST,150,trace_grey,dashed,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192401,1,0.51865,1,0.397853,0.997647,0.271106
HIGH_CONTRAST,150,trace_grey,dashed,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.2204,1,0.55363,1,0.452608,1,0.344195
HIGH_CONTRAST,150,trace_grey,dashed,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192567,1,0.519074,1,0.404305,1,0.288165
HIGH_CONTRAST,150,trace_grey,dashed,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.2204,1,0.551038,1,0.454836,1,0.351531
HIGH_CONTRAST,150,trace_grey,dashed,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.302136,1,0.64757,1,0.611657,1,0.56522
HIGH_CONTRAST,150,trace_grey,dashed,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.466704,1,0.683859,1,0.706253,1,0.719785
HIGH_CONTRAST,300,black,solid,0.05,#000000,0.3,1,1,1,1,21,21,0.296167,1,0.905459,1,0.79101,1,0.697769
HIGH_CONTRAST,300,black,solid,0.1,#000000,0.3,1,1,1,1,21,21,0.296499,1,0.938293,1,0.806841,1,0.704664
HIGH_CONTRAST,300,black,solid,0.18,#000000,0.3,1,1,1,1,21,21,0.296499,1,0.936912,1,0.806855,1,0.706373
HIGH_CONTRAST,300,black,solid,0.25,#000000,0.3,1,1,1,1,21,21,0.296499,1,0.937123,1,0.806993,1,0.708427
HIGH_CONTRAST,300,black,solid,0.35,#000000,0.35,1,1,1,1,21,21,0.359916,1,0.999412,1,0.932661,1,0.869688
HIGH_CONTRAST,300,black,solid,0.5,#000000,0.5,1,1,1,1,21,21,0.48675,1,1,1,1,1,1
HIGH_CONTRAST,300,black,solid,0.75,#000000,0.75,1,1,1,1,21,21,0.762,1,1,1,1,1,1
HIGH_CONTRAST,300,black,dashed,0.05,#000000,0.3,1,1,1,1,21,21,0.296831,1,0.906783,1,0.790789,1,0.697242
HIGH_CONTRAST,300,black,dashed,0.1,#000000,0.3,1,1,1,1,21,21,0.296499,1,0.936894,1,0.805587,1,0.702025
HIGH_CONTRAST,300,black,dashed,0.18,#000000,0.3,1,1,1,1,21,21,0.296499,1,0.93668,1,0.809561,1,0.705935
HIGH_CONTRAST,300,black,dashed,0.25,#000000,0.3,1,1,1,1,21,21,0.296499,1,0.937271,1,0.804466,1,0.699583
HIGH_CONTRAST,300,black,dashed,0.35,#000000,0.35,1,1,1,1,21,21,0.360248,1,0.999707,1,0.932334,1,0.868334
HIGH_CONTRAST,300,black,dashed,0.5,#000000,0.5,1,1,1,1,21,21,0.508,1,1,1,1,1,1
HIGH_CONTRAST,300,black,dashed,0.75,#000000,0.75,1,1,1,1,21,21,0.762,1,1,1,1,1,1
HIGH_CONTRAST,300,guide_grey,solid,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.205636,1,0.583067,1,0.462604,1,0.343346
HIGH_CONTRAST,300,guide_grey,solid,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.563104,1,0.428182,1,0.300416
HIGH_CONTRAST,300,guide_grey,solid,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.563426,1,0.427241,1,0.301003
HIGH_CONTRAST,300,guide_grey,solid,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.205636,1,0.584109,1,0.461879,1,0.343839
HIGH_CONTRAST,300,guide_grey,solid,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.219352,1,0.596729,1,0.484857,1,0.368041
HIGH_CONTRAST,300,guide_grey,solid,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.328706,1,0.687945,1,0.664227,1,0.6161
HIGH_CONTRAST,300,guide_grey,solid,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.479558,1,0.710856,1,0.737823,1,0.756564
HIGH_CONTRAST,300,guide_grey,dashed,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.56221,1,0.426513,1,0.297983
HIGH_CONTRAST,300,guide_grey,dashed,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.563398,1,0.429211,1,0.300195
HIGH_CONTRAST,300,guide_grey,dashed,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.205769,1,0.58174,1,0.455294,1,0.334247
HIGH_CONTRAST,300,guide_grey,dashed,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192567,1,0.549876,1,0.421939,1,0.295945
HIGH_CONTRAST,300,guide_grey,dashed,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.219352,1,0.59467,1,0.484336,1,0.364457
HIGH_CONTRAST,300,guide_grey,dashed,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.315421,1,0.67967,1,0.644002,1,0.584823
HIGH_CONTRAST,300,guide_grey,dashed,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.479774,1,0.712842,1,0.737414,1,0.755102
HIGH_CONTRAST,300,trace_grey,solid,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.562385,1,0.425684,1,0.300036
HIGH_CONTRAST,300,trace_grey,solid,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.564088,1,0.427866,1,0.301779
HIGH_CONTRAST,300,trace_grey,solid,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192186,1,0.562557,1,0.424472,1,0.295256
HIGH_CONTRAST,300,trace_grey,solid,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192135,1,0.547563,1,0.422091,1,0.29779
HIGH_CONTRAST,300,trace_grey,solid,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.233136,1,0.612554,1,0.5132,1,0.407629
HIGH_CONTRAST,300,trace_grey,solid,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.315205,1,0.678417,1,0.644249,1,0.586902
HIGH_CONTRAST,300,trace_grey,solid,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.493474,1,0.711498,1,0.738716,1,0.760738
HIGH_CONTRAST,300,trace_grey,dashed,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.564013,1,0.428239,1,0.299902
HIGH_CONTRAST,300,trace_grey,dashed,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192567,1,0.549866,1,0.420661,1,0.295665
HIGH_CONTRAST,300,trace_grey,dashed,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192186,1,0.562712,1,0.425038,1,0.293736
HIGH_CONTRAST,300,trace_grey,dashed,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192567,1,0.550119,1,0.423981,1,0.297626
HIGH_CONTRAST,300,trace_grey,dashed,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.233352,1,0.61531,1,0.513477,1,0.403671
HIGH_CONTRAST,300,trace_grey,dashed,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.329337,1,0.680449,1,0.655132,1,0.602621
HIGH_CONTRAST,300,trace_grey,dashed,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.479691,1,0.710442,1,0.733954,1,0.750281
HIGH_CONTRAST,600,black,solid,0.05,#000000,0.3,1,1,1,1,21,21,0.296333,1,0.959291,1,0.831499,1,0.729443
HIGH_CONTRAST,600,black,solid,0.1,#000000,0.3,1,1,1,1,21,21,0.306958,1,0.974017,1,0.854592,1,0.759259
HIGH_CONTRAST,600,black,solid,0.18,#000000,0.3,1,1,1,1,21,21,0.306958,1,0.969511,1,0.852462,1,0.755623
HIGH_CONTRAST,600,black,solid,0.25,#000000,0.3,1,1,1,1,21,21,0.296499,1,0.950007,1,0.823983,1,0.723042
HIGH_CONTRAST,600,black,solid,0.35,#000000,0.35,1,1,1,1,21,21,0.349291,1,1,1,0.93878,1,0.868091
HIGH_CONTRAST,600,black,solid,0.5,#000000,0.5,1,1,1,1,21,21,0.497541,1,1,1,1,1,1
HIGH_CONTRAST,600,black,solid,0.75,#000000,0.75,1,1,1,1,21,21,0.751541,1,1,1,1,1,1
HIGH_CONTRAST,600,black,dashed,0.05,#000000,0.3,1,1,1,1,21,21,0.296499,1,0.953,1,0.823597,1,0.722435
HIGH_CONTRAST,600,black,dashed,0.1,#000000,0.3,1,1,1,1,21,21,0.296499,1,0.950977,1,0.823996,1,0.720639
HIGH_CONTRAST,600,black,dashed,0.18,#000000,0.3,1,1,1,1,21,21,0.307124,1,0.968098,1,0.850493,1,0.753096
HIGH_CONTRAST,600,black,dashed,0.25,#000000,0.3,1,1,1,1,21,21,0.306958,1,0.974019,1,0.854519,1,0.757247
HIGH_CONTRAST,600,black,dashed,0.35,#000000,0.35,1,1,1,1,21,21,0.349457,1,1,1,0.937781,1,0.865417
HIGH_CONTRAST,600,black,dashed,0.5,#000000,0.5,1,1,1,1,21,21,0.497541,1,1,1,1,1,1
HIGH_CONTRAST,600,black,dashed,0.75,#000000,0.75,1,1,1,1,21,21,0.751541,1,1,1,1,1,1
HIGH_CONTRAST,600,guide_grey,solid,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.198744,1,0.589726,1,0.460601,1,0.335104
HIGH_CONTRAST,600,guide_grey,solid,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191953,1,0.579649,1,0.443702,1,0.315852
HIGH_CONTRAST,600,guide_grey,solid,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191745,1,0.583331,1,0.44659,1,0.318922
HIGH_CONTRAST,600,guide_grey,solid,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.198703,1,0.592547,1,0.462196,1,0.3376
HIGH_CONTRAST,600,guide_grey,solid,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.226095,1,0.629866,1,0.523416,1,0.412837
HIGH_CONTRAST,600,guide_grey,solid,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.328706,1,0.698177,1,0.674958,1,0.626216
HIGH_CONTRAST,600,guide_grey,solid,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.486308,1,0.722727,1,0.751018,1,0.773491
HIGH_CONTRAST,600,guide_grey,dashed,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.198703,1,0.591982,1,0.461676,1,0.33497
HIGH_CONTRAST,600,guide_grey,dashed,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191745,1,0.583907,1,0.447076,1,0.318897
HIGH_CONTRAST,600,guide_grey,dashed,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192061,1,0.579688,1,0.443736,1,0.315379
HIGH_CONTRAST,600,guide_grey,dashed,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.577419,1,0.441539,1,0.312726
HIGH_CONTRAST,600,guide_grey,dashed,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.226096,1,0.631783,1,0.522962,1,0.411227
HIGH_CONTRAST,600,guide_grey,dashed,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.322022,1,0.693786,1,0.664297,1,0.610933
HIGH_CONTRAST,600,guide_grey,dashed,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.479583,1,0.722573,1,0.748631,1,0.767666
HIGH_CONTRAST,600,trace_grey,solid,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191953,1,0.57864,1,0.444153,1,0.316941
HIGH_CONTRAST,600,trace_grey,solid,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.198744,1,0.589082,1,0.460348,1,0.334553
HIGH_CONTRAST,600,trace_grey,solid,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.576583,1,0.441386,1,0.314281
HIGH_CONTRAST,600,trace_grey,solid,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191953,1,0.578194,1,0.443471,1,0.316019
HIGH_CONTRAST,600,trace_grey,solid,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.226136,1,0.627865,1,0.521768,1,0.411116
HIGH_CONTRAST,600,trace_grey,solid,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.322022,1,0.694644,1,0.665318,1,0.611623
HIGH_CONTRAST,600,trace_grey,solid,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.486308,1,0.723304,1,0.75228,1,0.774157
HIGH_CONTRAST,600,trace_grey,dashed,0.05,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191853,1,0.577288,1,0.440888,1,0.3122
HIGH_CONTRAST,600,trace_grey,dashed,0.1,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.192061,1,0.580273,1,0.443447,1,0.315004
HIGH_CONTRAST,600,trace_grey,dashed,0.18,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.198703,1,0.594153,1,0.462631,1,0.335289
HIGH_CONTRAST,600,trace_grey,dashed,0.25,#5a5a5a,0.3,0.647059,1,0.647059,1,6.89693,6.89693,0.191745,1,0.584608,1,0.447155,1,0.318578
HIGH_CONTRAST,600,trace_grey,dashed,0.35,#5a5a5a,0.35,0.647059,1,0.647059,1,6.89693,6.89693,0.232887,1,0.63781,1,0.536515,1,0.428456
HIGH_CONTRAST,600,trace_grey,dashed,0.5,#5a5a5a,0.5,0.647059,1,0.647059,1,6.89693,6.89693,0.322063,1,0.696056,1,0.667423,1,0.612415
HIGH_CONTRAST,600,trace_grey,dashed,0.75,#5a5a5a,0.75,0.647059,1,0.647059,1,6.89693,6.89693,0.486416,1,0.72359,1,0.750462,1,0.771461
