mode,dpi,colour,style,width_mm,colour_after,width_after_mm,nominal_tone,g0_continuity,g0_peak_tone_median,raster_fidelity,rendered_wcag_cr,nominal_wcag_cr,tone_per_mm,pc1_continuity,pc1_peak_tone_median,pc2_continuity,pc2_peak_tone_median,pc3_continuity,pc3_peak_tone_median
TINT_30,300,guide_grey,dashed,0.1,#e2e2e2,0.1,0.113725,0,0.0856286,0.752941,1.21409,1.29546,0.00958318,0,0.0679751,0,0.0676312,0,0.0678384
TINT_30,300,guide_grey,dashed,0.18,#e2e2e2,0.18,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0218786,0,0.0691558,0,0.068829,0,0.067444
TINT_30,300,guide_grey,dashed,0.25,#e2e2e2,0.25,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0292573,0,0.0677988,0,0.0680763,0,0.0672595
TINT_30,300,guide_grey,dashed,0.35,#e2e2e2,0.35,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0388861,0,0.0688508,0,0.0676332,0,0.0681911
TINT_30,300,guide_grey,dashed,0.5,#e2e2e2,0.5,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0553937,0,0.068588,0,0.0682503,0,0.0686024
TINT_30,300,guide_grey,dashed,0.75,#e2e2e2,0.75,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0842799,0,0.070917,0,0.0680786,0,0.0681499
TINT_30,300,trace_grey,solid,0.05,#ededed,0.05,0.0705882,0,0.0353709,0.501088,1.08071,1.17073,0.00399733,0,0.0679229,0,0.0678911,0,0.0677853
TINT_30,300,trace_grey,solid,0.1,#ededed,0.1,0.0705882,0,0.0558094,0.790633,1.12949,1.17073,0.00772515,0,0.0682442,0,0.068216,0,0.0674759
TINT_30,300,trace_grey,solid,0.18,#ededed,0.18,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0137016,0,0.0680116,0,0.0678325,0,0.0684424
TINT_30,300,trace_grey,solid,0.25,#ededed,0.25,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0179529,0,0.0686672,0,0.0678565,0,0.0681109
TINT_30,300,trace_grey,solid,0.35,#ededed,0.35,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0256546,0,0.0688961,0,0.0682823,0,0.0685107
TINT_30,300,trace_grey,solid,0.5,#ededed,0.5,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0346076,0,0.0686794,0,0.0678137,0,0.0675426
TINT_30,300,trace_grey,solid,0.75,#ededed,0.75,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0538703,0,0.0685344,0,0.0690235,0,0.0675806
TINT_30,300,trace_grey,dashed,0.05,#ededed,0.05,0.0705882,0,0.0362322,0.51329,1.08071,1.17073,0.00371869,0,0.0679899,0,0.0677629,0,0.0675544
TINT_30,300,trace_grey,dashed,0.1,#ededed,0.1,0.0705882,0,0.0561016,0.794772,1.12949,1.17073,0.00774989,0,0.0691725,0,0.0670533,0,0.0681407
TINT_30,300,trace_grey,dashed,0.18,#ededed,0.18,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0119764,0,0.0684063,0,0.0675459,0,0.0687451
TINT_30,300,trace_grey,dashed,0.25,#ededed,0.25,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0179529,0,0.0680618,0,0.0673987,0,0.0690573
TINT_30,300,trace_grey,dashed,0.35,#ededed,0.35,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0256793,0,0.0684763,0,0.0679954,0,0.0685737
TINT_30,300,trace_grey,dashed,0.5,#ededed,0.5,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0359656,0,0.0684661,0,0.0668512,0,0.0692146
TINT_30,300,trace_grey,dashed,0.75,#ededed,0.75,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0521451,0,0.0680247,0,0.0672277,0,0.0683525
TINT_30,600,black,solid,0.05,#bababa,0.05,0.270588,1,0.270588,1,1.94078,1.94078,0.0114549,0,0.0757515,0,0.0757961,0,0.0754208
TINT_30,600,black,solid,0.1,#bababa,0.1,0.270588,1,0.270588,1,1.94078,1.94078,0.0258681,0,0.0755894,0,0.0753324,0,0.0755951
TINT_30,600,black,solid,0.18,#bababa,0.18,0.270588,1,0.270588,1,1.94078,1.94078,0.0486529,0.0310471,0.106134,0,0.0754449,0,0.0752444
TINT_30,600,black,solid,0.25,#bababa,0.25,0.270588,1,0.270588,1,1.94078,1.94078,0.0687294,0.716342,0.162337,0,0.0754824,0,0.0762203
TINT_30,600,black,solid,0.35,#bababa,0.35,0.270588,1,0.270588,1,1.94078,1.94078,0.0944725,0.999436,0.205499,0.000564493,0.0837451,0,0.0756168
TINT_30,600,black,solid,0.5,#bababa,0.5,0.270588,1,0.270588,1,1.94078,1.94078,0.13467,1,0.237742,0.220999,0.133705,0,0.0755344
TINT_30,600,black,solid,0.75,#bababa,0.75,0.270588,1,0.270588,1,1.94078,1.94078,0.2034,1,0.256557,0.918431,0.172835,0.00084674,0.0813979
TINT_30,600,black,dashed,0.05,#bababa,0.05,0.270588,1,0.203737,0.752941,1.62237,1.94078,0.0114582,0,0.07521,0,0.0758516,0,0.0757561
TINT_30,600,black,dashed,0.1,#bababa,0.1,0.270588,1,0.270588,1,1.94078,1.94078,0.0285764,0,0.0758815,0,0.0753165,0,0.0751021
TINT_30,600,black,dashed,0.18,#bababa,0.18,0.270588,1,0.270588,1,1.94078,1.94078,0.0486529,0.0329218,0.104975,0,0.0753977,0,0.0753717
TINT_30,600,black,dashed,0.25,#bababa,0.25,0.270588,1,0.270588,1,1.94078,1.94078,0.0659411,0.577895,0.153744,0,0.0755711,0,0.0745881
TINT_30,600,black,dashed,0.35,#bababa,0.35,0.270588,1,0.270588,1,1.94078,1.94078,0.0946425,0.999412,0.205865,0.00176367,0.0837105,0,0.0755887
TINT_30,600,black,dashed,0.5,#bababa,0.5,0.270588,1,0.270588,1,1.94078,1.94078,0.13467,1,0.237681,0.222222,0.13284,0,0.0761505
TINT_30,600,black,dashed,0.75,#bababa,0.75,0.270588,1,0.270588,1,1.94078,1.94078,0.203358,1,0.256568,0.914168,0.173439,0,0.0809629
TINT_30,600,guide_grey,solid,0.05,#e2e2e2,0.05,0.113725,0,0.0851827,0.74902,1.21409,1.29546,0.00610603,0,0.0756728,0,0.0757957,0,0.0760577
TINT_30,600,guide_grey,solid,0.1,#e2e2e2,0.1,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0121287,0,0.0758822,0,0.0759812,0,0.0754296
TINT_30,600,guide_grey,solid,0.18,#e2e2e2,0.18,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0205492,0,0.0755467,0.000282247,0.0761082,0,0.0757684
TINT_30,600,guide_grey,solid,0.25,#e2e2e2,0.25,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0277385,0,0.0757525,0,0.0754862,0,0.0751805
TINT_30,600,guide_grey,solid,0.35,#e2e2e2,0.35,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0396817,0,0.0758786,0,0.0758766,0,0.0755726
TINT_30,600,guide_grey,solid,0.5,#e2e2e2,0.5,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0577725,0,0.0763921,0,0.0755392,0,0.0758954
TINT_30,600,guide_grey,solid,0.75,#e2e2e2,0.75,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0854505,0.000564493,0.0779797,0,0.075691,0,0.0752258
TINT_30,600,guide_grey,dashed,0.05,#e2e2e2,0.05,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.00598102,0,0.0749707,0,0.0757008,0,0.0760464
TINT_30,600,guide_grey,dashed,0.1,#e2e2e2,0.1,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0109393,0,0.0757407,0,0.0744497,0,0.0752531
TINT_30,600,guide_grey,dashed,0.18,#e2e2e2,0.18,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0204242,0,0.0757214,0,0.0760449,0,0.0752447
TINT_30,600,guide_grey,dashed,0.25,#e2e2e2,0.25,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0288863,0,0.0753354,0,0.075385,0,0.0751758
TINT_30,600,guide_grey,dashed,0.35,#e2e2e2,0.35,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0396817,0,0.0756831,0,0.0767085,0,0.0751724
TINT_30,600,guide_grey,dashed,0.5,#e2e2e2,0.5,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0566247,0,0.0763266,0,0.0762718,0,0.0754088
TINT_30,600,guide_grey,dashed,0.75,#e2e2e2,0.75,0.113725,0,0.113725,0.999999,1.29546,1.29546,0.0841777,0,0.0778884,0,0.0758212,0,0.0754015
TINT_30,600,trace_grey,solid,0.05,#ededed,0.05,0.0705882,0,0.0705883,1,1.17073,1.17073,0.00365489,0,0.0756756,0,0.0757769,0,0.0755497
TINT_30,600,trace_grey,solid,0.1,#ededed,0.1,0.0705882,0,0.0705883,1,1.17073,1.17073,0.00664313,0,0.0755726,0,0.0755197,0,0.0755099
TINT_30,600,trace_grey,solid,0.18,#ededed,0.18,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0126196,0,0.0759262,0,0.076013,0,0.075874
TINT_30,600,trace_grey,solid,0.25,#ededed,0.25,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0179704,0,0.0761462,0,0.0754133,0,0.0759231
TINT_30,600,trace_grey,solid,0.35,#ededed,0.35,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0247802,0,0.0755813,0,0.0757865,0,0.0753118
TINT_30,600,trace_grey,solid,0.5,#ededed,0.5,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0350373,0,0.075656,0,0.0754063,0,0.0760749
TINT_30,600,trace_grey,solid,0.75,#ededed,0.75,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0531626,0,0.0761009,0,0.0755657,0,0.0757983
TINT_30,600,trace_grey,dashed,0.05,#ededed,0.05,0.0705882,0,0.0354325,0.501961,1.08071,1.17073,0.00299995,0,0.0752784,0,0.0751517,0,0.0751851
TINT_30,600,trace_grey,dashed,0.1,#ededed,0.1,0.0705882,0,0.0705883,1,1.17073,1.17073,0.00664313,0,0.0756739,0,0.0762563,0.000587889,0.075345
TINT_30,600,trace_grey,dashed,0.18,#ededed,0.18,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0128397,0,0.0754294,0,0.0760173,0,0.0759955
TINT_30,600,trace_grey,dashed,0.25,#ededed,0.25,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0179411,0,0.0760542,0,0.0758778,0,0.0754713
TINT_30,600,trace_grey,dashed,0.35,#ededed,0.35,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0254059,0.000587889,0.0751184,0,0.0753202,0,0.0743741
TINT_30,600,trace_grey,dashed,0.5,#ededed,0.5,0.0705882,0,0.0705883,1,1.17073,1.17073,0.0352456,0,0.0750153,0,0.0755755,0,0.0754247
TINT_30,600,trace_grey,dashed,0.75,#ededed,0.75,0.0705882,0,0.0705883,1,1.17073,1.17073,0.053175,0,0.0755447,0,0.0754915,0,0.0750601
GRAYSCALE,150,black,solid,0.05,#1a1a1a,0.05,0.898039,0,0.129166,0.143831,1.34536,17.4043,0.0437441,0,0.0597912,0,0.0592837,0,0.0592497
GRAYSCALE,150,black,solid,0.1,#1a1a1a,0.1,0.898039,1,0.380115,0.423272,2.67916,17.4043,0.0896314,0.995485,0.226095,0.0349887,0.0871179,0,0.0593823
GRAYSCALE,150,black,solid,0.18,#1a1a1a,0.18,0.898039,1,0.898039,1,17.4043,17.4043,0.152068,1,0.631571,1,0.430901,0.998871,0.258386
GRAYSCALE,150,black,solid,0.25,#1a1a1a,0.25,0.898039,1,0.898039,1,17.4043,17.4043,0.190567,1,0.678076,1,0.50929,1,0.358788
GRAYSCALE,150,black,solid,0.35,#1a1a1a,0.35,0.898039,1,0.898039,1,17.4043,17.4043,0.304967,1,0.812424,1,0.736188,1,0.659868
GRAYSCALE,150,black,solid,0.5,#1a1a1a,0.5,0.898039,1,0.898039,1,17.4043,17.4043,0.4568,1,0.921791,1,0.926115,1,0.928733
GRAYSCALE,150,black,solid,0.75,#1a1a1a,0.75,0.898039,1,0.898039,1,17.4043,17.4043,0.684604,1,1,1,1,1,1
GRAYSCALE,150,black,dashed,0.05,#1a1a1a,0.05,0.898039,1,0.251134,0.279647,1.83889,17.4043,0.0438535,0.0258824,0.0885658,0,0.059827,0,0.0591616
GRAYSCALE,150,black,dashed,0.1,#1a1a1a,0.1,0.898039,1,0.431526,0.480521,3.15175,17.4043,0.0903528,1,0.261725,0.122353,0.104595,0,0.0589967
GRAYSCALE,150,black,dashed,0.18,#1a1a1a,0.18,0.898039,1,0.679123,0.756229,7.81388,17.4043,0.19133,1,0.534611,1,0.407827,1,0.283737
GRAYSCALE,150,black,dashed,0.25,#1a1a1a,0.25,0.898039,1,0.679123,0.756229,7.81388,17.4043,0.229996,1,0.600446,1,0.503501,1,0.405239
GRAYSCALE,150,black,dashed,0.35,#1a1a1a,0.35,0.898039,1,0.898039,1,17.4043,17.4043,0.305566,1,0.813898,1,0.737888,1,0.657572
GRAYSCALE,150,black,dashed,0.5,#1a1a1a,0.5,0.898039,1,0.898039,1,17.4043,17.4043,0.456204,1,0.992904,1,0.99719,1,0.99848
GRAYSCALE,150,black,dashed,0.75,#1a1a1a,0.75,0.898039,1,0.898039,1,17.4043,17.4043,0.684604,1,1,1,1,1,1
GRAYSCALE,150,guide_grey,solid,0.05,#9e9e9e,0.05,0.380392,0,0.058639,0.154154,1.13961,2.67916,0.0179294,0,0.0588983,0,0.0593407,0,0.0593731
GRAYSCALE,150,guide_grey,solid,0.1,#9e9e9e,0.1,0.380392,0,0.144683,0.380352,1.39795,2.67916,0.0377703,0,0.0603904,0,0.0598063,0,0.0597838
GRAYSCALE,150,guide_grey,solid,0.18,#9e9e9e,0.18,0.380392,1,0.380392,1,2.67916,2.67916,0.0804128,0.98307,0.21454,0.00112867,0.0737405,0,0.0605536
GRAYSCALE,150,guide_grey,solid,0.25,#9e9e9e,0.25,0.380392,1,0.380392,1,2.67916,2.67916,0.0964126,0.996614,0.233188,0.0327314,0.0878034,0,0.0594261
GRAYSCALE,150,guide_grey,solid,0.35,#9e9e9e,0.35,0.380392,1,0.380392,1,2.67916,2.67916,0.128659,1,0.272432,0.518059,0.151773,0.00112867,0.0616181
GRAYSCALE,150,guide_grey,solid,0.5,#9e9e9e,0.5,0.380392,1,0.380392,1,2.67916,2.67916,0.194158,1,0.327541,0.998871,0.241608,0.360045,0.136303
GRAYSCALE,150,guide_grey,solid,0.75,#9e9e9e,0.75,0.380392,1,0.380392,1,2.67916,2.67916,0.290318,1,0.367546,1,0.31997,1,0.250164
GRAYSCALE,150,guide_grey,dashed,0.05,#9e9e9e,0.05,0.380392,0,0.102007,0.268162,1.25969,2.67916,0.0192601,0,0.0603064,0,0.0588763,0,0.0596715
GRAYSCALE,150,guide_grey,dashed,0.1,#9e9e9e,0.1,0.380392,1,0.195417,0.513726,1.58972,2.67916,0.0377312,0,0.0668062,0,0.0595053,0,0.0609766
GRAYSCALE,150,guide_grey,dashed,0.18,#9e9e9e,0.18,0.380392,1,0.286413,0.752941,2.02787,2.67916,0.064499,0.317647,0.13651,0,0.0597417,0,0.0604817
GRAYSCALE,150,guide_grey,dashed,0.25,#9e9e9e,0.25,0.380392,1,0.286413,0.752941,2.02787,2.67916,0.0969985,0.957647,0.189936,0.00470588,0.0801796,0,0.059771
GRAYSCALE,150,guide_grey,dashed,0.35,#9e9e9e,0.35,0.380392,1,0.380392,1,2.67916,2.67916,0.128912,1,0.26944,0.524706,0.151999,0,0.0625188
GRAYSCALE,150,guide_grey,dashed,0.5,#9e9e9e,0.5,0.380392,1,0.380392,1,2.67916,2.67916,0.193239,1,0.350497,1,0.277326,0.776471,0.17902
GRAYSCALE,150,guide_grey,dashed,0.75,#9e9e9e,0.75,0.380392,1,0.380392,1,2.67916,2.67916,0.274405,1,0.357612,1,0.303601,0.990588,0.228179
GRAYSCALE,150,trace_grey,solid,0.05,#c4c4c4,0.05,0.231373,0,0.0431526,0.186507,1.09987,1.74415,0.0113149,0,0.059597,0,0.0590736,0,0.0582192
GRAYSCALE,150,trace_grey,solid,0.1,#c4c4c4,0.1,0.231373,0,0.0780316,0.337255,1.19214,1.74415,0.023221,0,0.0592964,0,0.0590727,0,0.0592754
GRAYSCALE,150,trace_grey,solid,0.18,#c4c4c4,0.18,0.231373,1,0.173303,0.74902,1.49699,1.74415,0.0393457,0,0.0631676,0,0.0595202,0,0.0603814
GRAYSCALE,150,trace_grey,solid,0.25,#c4c4c4,0.25,0.231373,1,0.231373,1,1.74415,1.74415,0.0591788,0.0316027,0.0947056,0,0.0609196,0,0.0608604
GRAYSCALE,150,trace_grey,solid,0.35,#c4c4c4,0.35,0.231373,1,0.231373,1,1.74415,1.74415,0.0785248,0.111738,0.119163,0,0.0599507,0,0.0590753
GRAYSCALE,150,trace_grey,solid,0.5,#c4c4c4,0.5,0.231373,1,0.231373,1,1.74415,1.74415,0.118358,0.606095,0.156046,0.00112867,0.0657742,0,0.0598593
GRAYSCALE,150,trace_grey,solid,0.75,#c4c4c4,0.75,0.231373,1,0.231373,1,1.74415,1.74415,0.166716,0.919865,0.180984,0.0282167,0.0900827,0,0.0588656
GRAYSCALE,150,trace_grey,dashed,0.05,#c4c4c4,0.05,0.231373,0,0.0553018,0.239016,1.12949,1.74415,0.0106821,0,0.0586855,0,0.0607513,0,0.0600438
GRAYSCALE,150,trace_grey,dashed,0.1,#c4c4c4,0.1,0.231373,0,0.12975,0.560784,1.34536,1.74415,0.0233017,0,0.0588382,0,0.0599424,0,0.059357
GRAYSCALE,150,trace_grey,dashed,0.18,#c4c4c4,0.18,0.231373,1,0.177163,0.765703,1.51192,1.74415,0.0399994,0,0.0648194,0,0.057979,0,0.0606163
GRAYSCALE,150,trace_grey,dashed,0.25,#c4c4c4,0.25,0.231373,1,0.177163,0.765703,1.51192,1.74415,0.0599991,0,0.0799064,0,0.0582949,0,0.0593607
GRAYSCALE,150,trace_grey,dashed,0.35,#c4c4c4,0.35,0.231373,1,0.231373,1,1.74415,1.74415,0.0791785,0.12,0.11924,0,0.0608533,0,0.0597726
GRAYSCALE,150,trace_grey,dashed,0.5,#c4c4c4,0.5,0.231373,1,0.231373,1,1.74415,1.74415,0.108358,0.6,0.155679,0,0.0663589,0,0.0612984
GRAYSCALE,150,trace_grey,dashed,0.75,#c4c4c4,0.75,0.231373,1,0.231373,1,1.74415,1.74415,0.167536,0.908235,0.175459,0.0141176,0.0863258,0,0.0616632
GRAYSCALE,300,black,solid,0.05,#1a1a1a,0.05,0.898039,1,0.266436,0.296686,1.9198,17.4043,0.0451165,0.00846979,0.0865639,0,0.0679934,0,0.0679186
GRAYSCALE,300,black,solid,0.1,#1a1a1a,0.1,0.898039,1,0.898039,1,17.4043,17.4043,0.0952837,1,0.321791,0.32524,0.137903,0,0.0686205
GRAYSCALE,300,black,solid,0.18,#1a1a1a,0.18,0.898039,1,0.898039,1,17.4043,17.4043,0.171318,1,0.58806,1,0.412923,1,0.272237
GRAYSCALE,300,black,solid,0.25,#1a1a1a,0.25,0.898039,1,0.898039,1,17.4043,17.4043,0.228517,1,0.740655,1,0.586753,1,0.465008
GRAYSCALE,300,black,solid,0.35,#1a1a1a,0.35,0.898039,1,0.898039,1,17.4043,17.4043,0.323468,1,0.896676,1,0.818917,1,0.742677
GRAYSCALE,300,black,solid,0.5,#1a1a1a,0.5,0.898039,1,0.898039,1,17.4043,17.4043,0.43737,1,0.984814,1,0.99767,1,0.987873
GRAYSCALE,300,black,solid,0.75,#1a1a1a,0.75,0.898039,1,0.898039,1,17.4043,17.4043,0.684306,1,1,1,1,1,1
GRAYSCALE,300,black,dashed,0.05,#1a1a1a,0.05,0.898039,1,0.298408,0.332289,2.0967,17.4043,0.0448157,0.00588235,0.0863446,0,0.0675962,0,0.0681113
GRAYSCALE,300,black,dashed,0.1,#1a1a1a,0.1,0.898039,1,0.898039,1,17.4043,17.4043,0.0952837,1,0.320324,0.324706,0.13624,0,0.067139
GRAYSCALE,300,black,dashed,0.18,#1a1a1a,0.18,0.898039,1,0.898039,1,17.4043,17.4043,0.152783,1,0.521092,1,0.344242,0.958824,0.197827
GRAYSCALE,300,black,dashed,0.25,#1a1a1a,0.25,0.898039,1,0.898039,1,17.4043,17.4043,0.228817,1,0.741904,1,0.585392,1,0.45838
GRAYSCALE,300,black,dashed,0.35,#1a1a1a,0.35,0.898039,1,0.898039,1,17.4043,17.4043,0.323767,1,0.897231,1,0.818736,1,0.741598
GRAYSCALE,300,black,dashed,0.5,#1a1a1a,0.5,0.898039,1,0.898039,1,17.4043,17.4043,0.456204,1,0.997383,1,1,1,1
GRAYSCALE,300,black,dashed,0.75,#1a1a1a,0.75,0.898039,1,0.898039,1,17.4043,17.4043,0.684306,1,1,1,1,1,1
GRAYSCALE,300,guide_grey,solid,0.05,#9e9e9e,0.05,0.380392,0,0.141669,0.372428,1.38454,2.67916,0.0192862,0,0.0677143,0.000564653,0.0678838,0,0.067977
GRAYSCALE,300,guide_grey,solid,0.1,#9e9e9e,0.1,0.380392,1,0.380392,1,2.67916,2.67916,0.0402064,0.00225861,0.077783,0,0.0681815,0,0.067998
GRAYSCALE,300,guide_grey,solid,0.18,#9e9e9e,0.18,0.380392,1,0.380392,1,2.67916,2.67916,0.0643297,0.556183,0.153403,0,0.067882,0,0.0681803
GRAYSCALE,300,guide_grey,solid,0.25,#9e9e9e,0.25,0.380392,1,0.380392,1,2.67916,2.67916,0.088746,0.999435,0.223096,0.00451722,0.0826175,0,0.0684334
GRAYSCALE,300,guide_grey,solid,0.35,#9e9e9e,0.35,0.380392,1,0.380392,1,2.67916,2.67916,0.129286,1,0.302749,0.839074,0.177174,0,0.0705001
GRAYSCALE,300,guide_grey,solid,0.5,#9e9e9e,0.5,0.380392,1,0.380392,1,2.67916,2.67916,0.193239,1,0.360914,1,0.28194,0.824393,0.175808
GRAYSCALE,300,guide_grey,solid,0.75,#9e9e9e,0.75,0.380392,1,0.380392,1,2.67916,2.67916,0.281776,1,0.3801,1,0.329454,1,0.258196
GRAYSCALE,300,guide_grey,dashed,0.05,#9e9e9e,0.05,0.380392,1,0.153649,0.403922,1.4253,2.67916,0.018639,0,0.0682167,0,0.0686555,0,0.0677504
GRAYSCALE,300,guide_grey,dashed,0.1,#9e9e9e,0.1,0.380392,1,0.286413,0.752941,2.02787,2.67916,0.0322495,0,0.0690209,0,0.0676312,0,0.0678384
GRAYSCALE,300,guide_grey,dashed,0.18,#9e9e9e,0.18,0.380392,1,0.380392,1,2.67916,2.67916,0.0727892,0.897647,0.181096,0,0.0695858,0,0.067444
GRAYSCALE,300,guide_grey,dashed,0.25,#9e9e9e,0.25,0.380392,1,0.380392,1,2.67916,2.67916,0.0970792,1,0.240992,0.0341176,0.0984674,0,0.0672595
GRAYSCALE,300,guide_grey,dashed,0.35,#9e9e9e,0.35,0.380392,1,0.380392,1,2.67916,2.67916,0.129286,1,0.301402,0.844706,0.176659,0,0.0701144
GRAYSCALE,300,guide_grey,dashed,0.5,#9e9e9e,0.5,0.380392,1,0.380392,1,2.67916,2.67916,0.185282,1,0.356132,1,0.269403,0.596471,0.156522
GRAYSCALE,300,guide_grey,dashed,0.75,#9e9e9e,0.75,0.380392,1,0.380392,1,2.67916,2.67916,0.281902,1,0.381783,1,0.328638,1,0.256634
GRAYSCALE,300,trace_grey,solid,0.05,#c4c4c4,0.05,0.231373,0,0.106113,0.458624,1.27146,1.74415,0.011992,0,0.0679229,0,0.0678911,0,0.0677853
GRAYSCALE,300,trace_grey,solid,0.1,#c4c4c4,0.1,0.231373,1,0.173303,0.74902,1.49699,1.74415,0.0246728,0,0.0682442,0,0.068216,0,0.0674759
GRAYSCALE,300,trace_grey,solid,0.18,#c4c4c4,0.18,0.231373,1,0.231373,1,1.74415,1.74415,0.0442623,0,0.0770166,0,0.0678325,0,0.0684424
GRAYSCALE,300,trace_grey,solid,0.25,#c4c4c4,0.25,0.231373,1,0.231373,1,1.74415,1.74415,0.0591788,0.0395257,0.103747,0,0.0678565,0,0.0681109
GRAYSCALE,300,trace_grey,solid,0.35,#c4c4c4,0.35,0.231373,1,0.231373,1,1.74415,1.74415,0.0834414,0.47939,0.148684,0,0.068391,0,0.0685107
GRAYSCALE,300,trace_grey,solid,0.5,#c4c4c4,0.5,0.231373,1,0.231373,1,1.74415,1.74415,0.112621,0.906832,0.176245,0.00112931,0.0757864,0,0.0675426
GRAYSCALE,300,trace_grey,solid,0.75,#c4c4c4,0.75,0.231373,1,0.231373,1,1.74415,1.74415,0.176389,0.997177,0.19601,0.025974,0.104016,0,0.0675806
GRAYSCALE,300,trace_grey,dashed,0.05,#c4c4c4,0.05,0.231373,0,0.114418,0.494517,1.29546,1.74415,0.011673,0,0.0679899,0,0.0677629,0,0.0675544
GRAYSCALE,300,trace_grey,dashed,0.1,#c4c4c4,0.1,0.231373,1,0.177163,0.765703,1.51192,1.74415,0.0249996,0,0.0691725,0,0.0670533,0,0.0681407
GRAYSCALE,300,trace_grey,dashed,0.18,#c4c4c4,0.18,0.231373,1,0.231373,1,1.74415,1.74415,0.0395892,0,0.071889,0,0.0675459,0,0.0687451
GRAYSCALE,300,trace_grey,dashed,0.25,#c4c4c4,0.25,0.231373,1,0.231373,1,1.74415,1.74415,0.0591788,0.0411765,0.105468,0,0.0673987,0,0.0690573
GRAYSCALE,300,trace_grey,dashed,0.35,#c4c4c4,0.35,0.231373,1,0.231373,1,1.74415,1.74415,0.0837682,0.488235,0.149327,0,0.068154,0,0.0685737
GRAYSCALE,300,trace_grey,dashed,0.5,#c4c4c4,0.5,0.231373,1,0.231373,1,1.74415,1.74415,0.117947,0.92,0.177861,0,0.0774418,0,0.0692146
GRAYSCALE,300,trace_grey,dashed,0.75,#c4c4c4,0.75,0.231373,1,0.231373,1,1.74415,1.74415,0.171716,0.991765,0.195929,0.0247059,0.101808,0,0.0683525
GRAYSCALE,600,black,solid,0.05,#1a1a1a,0.05,0.898039,1,0.898039,1,17.4043,17.4043,0.038017,0.00169348,0.0868829,0,0.0757961,0,0.0754208
GRAYSCALE,600,black,solid,0.1,#1a1a1a,0.1,0.898039,1,0.898039,1,17.4043,17.4043,0.0856999,1,0.290681,0.0683037,0.115016,0,0.0755951
GRAYSCALE,600,black,solid,0.18,#1a1a1a,0.18,0.898039,1,0.898039,1,17.4043,17.4043,0.161693,1,0.588985,1,0.40129,1,0.254906
GRAYSCALE,600,black,solid,0.25,#1a1a1a,0.25,0.898039,1,0.898039,1,17.4043,17.4043,0.228102,1,0.776804,1,0.616569,1,0.48957
GRAYSCALE,600,black,solid,0.35,#1a1a1a,0.35,0.898039,1,0.898039,1,17.4043,17.4043,0.313761,1,0.915718,1,0.825943,1,0.743123
GRAYSCALE,600,black,solid,0.5,#1a1a1a,0.5,0.898039,1,0.898039,1,17.4043,17.4043,0.446895,1,1,1,1,1,1
GRAYSCALE,600,black,solid,0.75,#1a1a1a,0.75,0.898039,1,0.898039,1,17.4043,17.4043,0.674997,1,1,1,1,1,1
GRAYSCALE,600,black,dashed,0.05,#1a1a1a,0.05,0.898039,1,0.679123,0.756229,7.81388,17.4043,0.0383744,0.00352734,0.0862765,0,0.0758516,0,0.0757561
GRAYSCALE,600,black,dashed,0.1,#1a1a1a,0.1,0.898039,1,0.898039,1,17.4043,17.4043,0.0952837,1,0.332479,0.522046,0.151314,0,0.0751021
GRAYSCALE,600,black,dashed,0.18,#1a1a1a,0.18,0.898039,1,0.898039,1,17.4043,17.4043,0.161693,1,0.587495,1,0.399028,1,0.253052
